Position,Timestamp,Model,Prompt Tokens,Prompt USD,Completion Tokens,Completion USD,Total Tokens,Total USD
1,2026-06-28 17:05:44,gpt-5.4-mini,4892,0.0036689999999999995,36,0.000162,4928,0.0038309999999999993
2,2026-06-28 17:05:55,gpt-5.4-mini,4896,0.003672,441,0.0019845,5337,0.0056565
3,2026-06-28 17:06:04,gpt-5.4-mini,6595,0.00494625,412,0.001854,7007,0.00680025
4,2026-06-28 17:06:31,gpt-5.4-mini,39807,0.02985525,2052,0.009234,41859,0.03908925
5,2026-06-28 17:06:51,gpt-5.4-mini,9443,0.00708225,1457,0.0065565,10900,0.01363875
6,2026-06-28 17:07:05,gpt-5.4-mini,8934,0.0067005,230,0.0010350000000000001,9164,0.0077355
7,2026-06-28 17:07:08,gpt-5.4-mini,2411,0.00180825,76,0.000342,2487,0.00215025
8,2026-06-28 17:07:09,gpt-5.4-mini,2406,0.0018045000000000001,81,0.0003645,2487,0.002169
9,2026-06-28 17:07:11,gpt-5.4-mini,2411,0.00180825,74,0.00033299999999999996,2485,0.00214125
10,2026-06-28 17:07:12,gpt-5.4-mini,2402,0.0018015000000000001,69,0.0003105,2471,0.002112
11,2026-06-28 17:07:14,gpt-5.4-mini,2411,0.00180825,83,0.00037349999999999997,2494,0.00218175
12,2026-06-28 17:07:15,gpt-5.4-mini,2401,0.0018007499999999998,80,0.00036,2481,0.00216075
13,2026-06-28 17:07:17,gpt-5.4-mini,2406,0.0018045000000000001,56,0.000252,2462,0.0020565
14,2026-06-28 17:07:18,gpt-5.4-mini,2422,0.0018165,79,0.00035549999999999997,2501,0.002172
15,2026-06-28 17:07:24,gpt-5.4-mini,7961,0.0059707499999999995,141,0.0006345000000000001,8102,0.00660525
16,2026-06-28 17:07:26,gpt-5.4-mini,2407,0.00180525,55,0.0002475,2462,0.00205275
17,2026-06-28 17:07:27,gpt-5.4-mini,2407,0.00180525,60,0.00027,2467,0.00207525
18,2026-06-28 17:07:29,gpt-5.4-mini,2405,0.00180375,56,0.000252,2461,0.00205575
19,2026-06-28 17:07:37,gpt-5.4-mini,7347,0.00551025,130,0.0005849999999999999,7477,0.00609525
20,2026-06-28 17:07:56,gpt-5.4-mini,31393,0.023544749999999996,1939,0.0087255,33332,0.03227025
21,2026-06-28 17:08:09,gpt-5.4-mini,8092,0.006069,1278,0.005751,9370,0.01182
22,2026-06-28 17:08:14,gpt-5.4-mini,2040,0.0015300000000000001,152,0.000684,2192,0.0022140000000000003
23,2026-06-28 17:08:15,gpt-5.4-mini,2015,0.00151125,52,0.000234,2067,0.00174525
24,2026-06-28 17:08:16,gpt-5.4-mini,2010,0.0015075000000000002,39,0.00017549999999999998,2049,0.001683
25,2026-06-28 17:08:18,gpt-5.4-mini,2015,0.00151125,75,0.00033749999999999996,2090,0.00184875
26,2026-06-28 17:08:20,gpt-5.4-mini,2006,0.0015045,56,0.000252,2062,0.0017565
27,2026-06-28 17:08:21,gpt-5.4-mini,2015,0.00151125,72,0.000324,2087,0.00183525
