Position,Timestamp,Model,Prompt Tokens,Prompt USD,Completion Tokens,Completion USD,Total Tokens,Total USD
1,2026-06-29 06:42:04,gpt-5.4-mini,4892,0.0036689999999999995,36,0.000162,4928,0.0038309999999999993
2,2026-06-29 06:42:12,gpt-5.4-mini,7711,0.00578325,541,0.0024345,8252,0.00821775
3,2026-06-29 06:42:19,gpt-5.4-mini,9044,0.006783,432,0.001944,9476,0.008727
4,2026-06-29 06:42:45,gpt-5.4-mini,66185,0.049638749999999995,1475,0.0066375,67660,0.05627624999999999
5,2026-06-29 06:42:47,gpt-5.4-mini,783,0.00058725,140,0.0006299999999999999,923,0.00121725
6,2026-06-29 06:42:48,gpt-5.4-mini,765,0.0005737499999999999,62,0.000279,827,0.00085275
7,2026-06-29 06:42:49,gpt-5.4-mini,761,0.00057075,72,0.000324,833,0.0008947499999999999
8,2026-06-29 06:42:50,gpt-5.4-mini,749,0.00056175,64,0.000288,813,0.00084975
9,2026-06-29 06:42:52,gpt-5.4-mini,774,0.0005805,69,0.0003105,843,0.000891
10,2026-06-29 06:42:53,gpt-5.4-mini,749,0.00056175,62,0.000279,811,0.0008407499999999999
11,2026-06-29 06:42:55,gpt-5.4-mini,755,0.00056625,60,0.00027,815,0.00083625
12,2026-06-29 06:42:56,gpt-5.4-mini,751,0.0005632500000000001,52,0.000234,803,0.00079725
13,2026-06-29 06:42:57,gpt-5.4-mini,751,0.0005632500000000001,57,0.0002565,808,0.0008197500000000001
14,2026-06-29 06:42:58,gpt-5.4-mini,757,0.00056775,77,0.0003465,834,0.00091425
15,2026-06-29 06:42:59,gpt-5.4-mini,772,0.000579,63,0.0002835,835,0.0008625
16,2026-06-29 06:43:00,gpt-5.4-mini,754,0.0005655,73,0.0003285,827,0.000894
17,2026-06-29 06:43:02,gpt-5.4-mini,752,0.0005639999999999999,66,0.000297,818,0.000861
18,2026-06-29 06:43:03,gpt-5.4-mini,765,0.0005737499999999999,56,0.000252,821,0.0008257499999999999
19,2026-06-29 06:43:33,gpt-5.4-mini,61347,0.04601025,2875,0.0129375,64222,0.05894775
20,2026-06-29 06:43:40,gpt-5.4-mini,7830,0.0058725,216,0.000972,8046,0.0068445
21,2026-06-29 06:43:41,gpt-5.4-mini,2647,0.00198525,81,0.0003645,2728,0.0023497500000000003
22,2026-06-29 06:43:46,gpt-5.4-mini,9003,0.0067522500000000004,150,0.0006749999999999999,9153,0.007427250000000001
23,2026-06-29 06:43:51,gpt-5.4-mini,7395,0.00554625,134,0.000603,7529,0.00614925
24,2026-06-29 06:43:56,gpt-5.4-mini,8976,0.006732,153,0.0006885,9129,0.0074205
25,2026-06-29 06:43:57,gpt-5.4-mini,2631,0.00197325,80,0.00036,2711,0.0023332500000000003
26,2026-06-29 06:43:59,gpt-5.4-mini,2637,0.00197775,81,0.0003645,2718,0.0023422499999999997
