Position,Timestamp,Model,Prompt Tokens,Prompt USD,Completion Tokens,Completion USD,Total Tokens,Total USD
1,2026-06-29 19:18:04,gpt-5.4-mini,11808,0.008856000000000001,122,0.000549,11930,0.009405
2,2026-06-29 19:18:11,gpt-5.4-mini,8109,0.00608175,464,0.002088,8573,0.00816975
3,2026-06-29 19:18:17,gpt-5.4-mini,8774,0.0065805,385,0.0017324999999999999,9159,0.008313000000000001
4,2026-06-29 19:18:48,gpt-5.4-mini,51644,0.038733000000000004,2585,0.0116325,54229,0.05036550000000001
5,2026-06-29 19:18:53,gpt-5.4-mini,2493,0.0018697499999999999,188,0.000846,2681,0.00271575
6,2026-06-29 19:18:54,gpt-5.4-mini,2482,0.0018614999999999999,78,0.00035099999999999997,2560,0.0022125
7,2026-06-29 19:18:56,gpt-5.4-mini,2466,0.0018495,64,0.000288,2530,0.0021375
8,2026-06-29 19:18:57,gpt-5.4-mini,2458,0.0018435,42,0.00018899999999999999,2500,0.0020325
9,2026-06-29 19:18:58,gpt-5.4-mini,2469,0.0018517499999999999,63,0.0002835,2532,0.00213525
10,2026-06-29 19:19:00,gpt-5.4-mini,2462,0.0018465,57,0.0002565,2519,0.002103
11,2026-06-29 19:19:01,gpt-5.4-mini,2464,0.001848,96,0.000432,2560,0.00228
12,2026-06-29 19:19:03,gpt-5.4-mini,2461,0.0018457500000000002,83,0.00037349999999999997,2544,0.0022192500000000003
13,2026-06-29 19:19:06,gpt-5.4-mini,2464,0.001848,75,0.00033749999999999996,2539,0.0021855
14,2026-06-29 19:19:07,gpt-5.4-mini,2485,0.00186375,80,0.00036,2565,0.00222375
15,2026-06-29 19:19:08,gpt-5.4-mini,2464,0.001848,85,0.00038250000000000003,2549,0.0022305
16,2026-06-29 19:19:10,gpt-5.4-mini,2466,0.0018495,68,0.000306,2534,0.0021555
17,2026-06-29 19:19:11,gpt-5.4-mini,2461,0.0018457500000000002,84,0.00037799999999999997,2545,0.00222375
18,2026-06-29 19:20:12,gpt-5.4-mini,70385,0.05278875,2569,0.011560500000000001,72954,0.06434925
19,2026-06-29 19:20:17,gpt-5.4-mini,2984,0.002238,188,0.000846,3172,0.003084
20,2026-06-29 19:20:19,gpt-5.4-mini,2973,0.00222975,84,0.00037799999999999997,3057,0.00260775
21,2026-06-29 19:20:20,gpt-5.4-mini,2957,0.00221775,48,0.000216,3005,0.00243375
22,2026-06-29 19:20:21,gpt-5.4-mini,2949,0.0022117499999999997,73,0.0003285,3022,0.00254025
23,2026-06-29 19:20:22,gpt-5.4-mini,2960,0.0022199999999999998,75,0.00033749999999999996,3035,0.0025575
24,2026-06-29 19:20:23,gpt-5.4-mini,2953,0.0022147499999999997,74,0.00033299999999999996,3027,0.0025477499999999997
25,2026-06-29 19:20:25,gpt-5.4-mini,2955,0.0022162500000000003,73,0.0003285,3028,0.00254475
26,2026-06-29 19:20:26,gpt-5.4-mini,2952,0.0022140000000000003,55,0.0002475,3007,0.0024615
27,2026-06-29 19:20:27,gpt-5.4-mini,2955,0.0022162500000000003,71,0.0003195,3026,0.0025357500000000002
28,2026-06-29 19:20:28,gpt-5.4-mini,2976,0.002232,70,0.00031499999999999996,3046,0.002547
29,2026-06-29 19:20:29,gpt-5.4-mini,2955,0.0022162500000000003,63,0.0002835,3018,0.0024997500000000002
30,2026-06-29 19:20:31,gpt-5.4-mini,2957,0.00221775,77,0.0003465,3034,0.00256425
31,2026-06-29 19:20:32,gpt-5.4-mini,2952,0.0022140000000000003,83,0.00037349999999999997,3035,0.0025875000000000004
32,2026-06-29 19:20:58,gpt-5.4-mini,44293,0.03321975,2865,0.0128925,47158,0.04611225
33,2026-06-29 19:21:02,gpt-5.4-mini,3088,0.002316,170,0.0007650000000000001,3258,0.003081
34,2026-06-29 19:21:07,gpt-5.4-mini,10221,0.007665749999999999,155,0.0006975,10376,0.00836325
35,2026-06-29 19:21:08,gpt-5.4-mini,3061,0.00229575,67,0.0003015,3128,0.00259725
36,2026-06-29 19:21:09,gpt-5.4-mini,3053,0.00228975,46,0.000207,3099,0.0024967500000000003
37,2026-06-29 19:21:10,gpt-5.4-mini,3064,0.0022979999999999997,72,0.000324,3136,0.0026219999999999998
38,2026-06-29 19:21:11,gpt-5.4-mini,3057,0.0022927499999999996,58,0.000261,3115,0.0025537499999999996
39,2026-06-29 19:21:12,gpt-5.4-mini,3059,0.0022942500000000003,79,0.00035549999999999997,3138,0.00264975
40,2026-06-29 19:21:14,gpt-5.4-mini,3056,0.002292,76,0.000342,3132,0.002634
41,2026-06-29 19:21:15,gpt-5.4-mini,3059,0.0022942500000000003,60,0.00027,3119,0.00256425
42,2026-06-29 19:21:17,gpt-5.4-mini,3080,0.00231,90,0.00040500000000000003,3170,0.002715
43,2026-06-29 19:21:18,gpt-5.4-mini,3059,0.0022942500000000003,67,0.0003015,3126,0.0025957500000000004
44,2026-06-29 19:21:19,gpt-5.4-mini,3061,0.00229575,68,0.000306,3129,0.00260175
45,2026-06-29 19:21:20,gpt-5.4-mini,3056,0.002292,75,0.00033749999999999996,3131,0.0026295000000000003
46,2026-06-29 19:21:40,gpt-5.4-mini,21339,0.01600425,2300,0.01035,23639,0.026354250000000003
47,2026-06-29 19:23:16,gpt-5.4-mini,8303,0.00622725,229,0.0010305,8532,0.00725775
48,2026-06-29 19:23:18,gpt-5.4-mini,3203,0.00240225,89,0.0004005,3292,0.0028027499999999997
49,2026-06-29 19:23:19,gpt-5.4-mini,3187,0.00239025,55,0.0002475,3242,0.00263775
50,2026-06-29 19:23:20,gpt-5.4-mini,3179,0.00238425,54,0.000243,3233,0.0026272500000000002
51,2026-06-29 19:23:21,gpt-5.4-mini,3190,0.0023925,67,0.0003015,3257,0.002694
52,2026-06-29 19:23:22,gpt-5.4-mini,3183,0.00238725,66,0.000297,3249,0.00268425
53,2026-06-29 19:23:23,gpt-5.4-mini,3185,0.00238875,90,0.00040500000000000003,3275,0.00279375
54,2026-06-29 19:23:24,gpt-5.4-mini,3182,0.0023864999999999997,74,0.00033299999999999996,3256,0.0027194999999999997
55,2026-06-29 19:23:25,gpt-5.4-mini,3185,0.00238875,57,0.0002565,3242,0.00264525
56,2026-06-29 19:23:30,gpt-5.4-mini,8638,0.0064785,145,0.0006525,8783,0.007131
